url ,label
https://lh6.googleusercontent.com/c7f3JtMWgsvvlTh5v8DnN0ocCvBmTiXn9W5sscK66Foq0TfhNIlnIYxVCwtjUZZOhlXvnSt45va5MViqSfC69asbyfPFLiTHYlc67wsCYra0ILs04sG0aJhEZPFR7US2Rf8vBTmy,1
https://agrisolver.s3.amazonaws.com/858/conversions/9620752471_2b415d1852_5k-meta-photo.jpg,1
https://agrisolver.s3.amazonaws.com/858/conversions/9620752471_2b415d1852_5k-meta-photo.jpg,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVwSJUwinUhBiDNwvoYQAU1eqToHx_lvw8O2ri1w8z1Z9qeGvFKMzhjfJeeexAzzHVFGY&usqp=CAU,1
https://www.malezaenfoco.com/wp-content/uploads/2021/06/4-scaled.jpg,1
https://horizonteadigital.com/wp-content/uploads/2015/05/malezas-1.jpg,1
https://www.todoagro.com.ar/wp-content/uploads/2022/04/pasto-cuaresma-digitaria-sanguinalis.jpg,1
https://horizonteadigital.com/wp-content/uploads/2015/05/malezas-1.jpg,1	
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW4vvpx508WDqM_0_Jq6QC9PZ-JnkvPhdj-mMcufBQaSEGXLpvoeCJwDRym_RCuPs9imY&usqp=CAU,1
https://www.todoagro.com.ar/wp-content/uploads/2022/04/pasto-cuaresma-digitaria-sanguinalis.jpg,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg4OqqOb6OMTu-nSbbU4QVRAVPr9cOko0l84_J3uUP_tTV0pAGkVRGFqYgORZiOMhi8oA&usqp=CAU,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT__r1bG9_1BOGWuR3epj9sdoMH1e_pX-dKLqbZ3eUG31BEWF1aLXSkx2HUCX600lNltfM&usqp=CAU,1
https://horizonteadigital.com/wp-content/uploads/2015/05/malezas-1.jpg,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSibct61cRGkVUSFWJwawhpMiPug3Z0YZzorz4CU2BXxEa-zmntl84SyzQ-ZKnhK4iMeE&usqp=CAU,1
https://ruralrosario.org/ruralr_control/includes/dibujar.php?file=../files/novedades/16857_PastoCuaresma.jpg&ancho=680,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXX9bA5_0zymP--xk16fuoxQjByjml57p85w&s,0
https://verdecora.es/blog/wp-content/uploads/2018/08/plantas-vivaces-flor-tardia.jpg,0
https://www.hola.com/horizon/original_aspect_ratio/d4a9a692593b-plantas-interior-especiales-8-a.jpg,0
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCqzF7a5jrVstcpLPZSpf1KX2qXZTjsnfCdg&s,0
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq1FnfzLVLrUA6HQQQ5qSFKWyirRzsVzb21iVNefkQpTX5W7u__HtwVuv6nMR68O8G_dg&usqp=CAU,0
https://crehana-blog.imgix.net/media/filer_public/9e/50/9e50c0d1-6c01-4997-a3c6-d2969109ef96/girasoles_plantas_y_flores.jpg?auto=format&q=50,0
https://crehana-blog.imgix.net/media/filer_public/9e/50/9e50c0d1-6c01-4997-a3c6-d2969109ef96/girasoles_plantas_y_flores.jpg?auto=format&q=50,0
https://i.pinimg.com/236x/02/48/a4/0248a4c4e5d02db4d4445b4f9a476990.jpg,0
https://cdn.pixabay.com/photo/2014/04/18/13/54/pansy-327188_640.jpg,0
https://jardinarium.com/blog/wp-content/uploads/2024/02/anthurium_3-6-767x800.jpg,0
https://verdecora.es/blog/wp-content/uploads/2016/01/rosal-mini-tipos-de-plantas-interior-flor.jpg,0
https://thumbs.dreamstime.com/b/flor-de-rose-en-el-jard%C3%ADn-35360823.jpg,0
https://images.unsplash.com/photo-1686454116831-05e1bbe04ee7?fm=jpg&q=60&w=3000&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8cGxhbnRhJTIwZGUlMjBmbG9yfGVufDB8fDB8fHww,0
https://thumbs.dreamstime.com/b/flor-roja-del-hibisco-11100983.jpg,0
https://thumbs.dreamstime.com/b/flor-roja-del-hibisco-con-las-hojas-43862487.jpg,0
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRqmW54yucgQ4PzoKHHLAiCb6viAfHAZKjJw&s,0
https://fotos.imghs.net/media/pisosblog/2011/05/5003110_flores_para_tu_jardin8.jpg,0
https://www.hola.com/horizon/landscape/ffa01a149014-vinca-t.jpg,0
